
> sejongcook-next@0.1.0 dev
> next dev -p 3000

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/sejongcook-next/package-lock.json

▲ Next.js 16.1.4 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.102:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 3.5s
○ Compiling / ...
 GET /api/sejong/attendance?t=1781016716082&date=2026-06-09 200 in 393ms (compile: 1655µs, render: 391ms)
 GET /api/sejong/attendance?t=1781016721085&date=2026-06-09 200 in 334ms (compile: 1757µs, render: 333ms)
 GET /api/sejong/attendance?t=1781016726089&date=2026-06-09 200 in 232ms (compile: 1282µs, render: 231ms)
 GET /api/sejong/attendance?t=1781016731092&date=2026-06-09 200 in 239ms (compile: 1350µs, render: 238ms)
 GET /api/sejong/attendance?t=1781016736097&date=2026-06-09 200 in 229ms (compile: 1596µs, render: 227ms)
 GET /api/sejong/attendance?t=1781016741100&date=2026-06-09 200 in 225ms (compile: 1306µs, render: 224ms)
 GET /api/sejong/attendance?t=1781016745493&date=2026-06-08 200 in 224ms (compile: 2ms, render: 222ms)
 GET /api/sejong/attendance?t=1781016745996&date=2026-06-07 200 in 193ms (compile: 1350µs, render: 191ms)
 GET /api/sejong/attendance?t=1781016746103&date=2026-06-07 200 in 306ms (compile: 1869µs, render: 304ms)
 GET /api/sejong/attendance?t=1781016746436&date=2026-06-06 200 in 200ms (compile: 3ms, render: 197ms)
 GET /api/sejong/attendance?t=1781016746628&date=2026-06-05 200 in 200ms (compile: 1348µs, render: 199ms)
 GET /api/sejong/attendance?t=1781016746812&date=2026-06-04 200 in 197ms (compile: 1981µs, render: 195ms)
 GET /api/sejong/attendance?t=1781016746996&date=2026-06-03 200 in 200ms (compile: 1598µs, render: 199ms)
 GET /api/sejong/attendance?t=1781016747180&date=2026-06-02 200 in 197ms (compile: 1675µs, render: 195ms)
 GET /api/sejong/attendance?t=1781016747356&date=2026-06-01 200 in 195ms (compile: 1392µs, render: 194ms)
 GET /api/sejong/attendance?t=1781016747548&date=2026-05-31 200 in 194ms (compile: 1489µs, render: 192ms)
 GET /api/sejong/attendance?t=1781016747732&date=2026-05-30 200 in 197ms (compile: 1369µs, render: 195ms)
 GET /api/sejong/attendance?t=1781016747924&date=2026-05-29 200 in 200ms (compile: 1421µs, render: 199ms)
 GET /api/sejong/attendance?t=1781016748108&date=2026-05-28 200 in 197ms (compile: 1440µs, render: 196ms)
 GET /api/sejong/attendance?t=1781016748300&date=2026-05-27 200 in 194ms (compile: 1428µs, render: 192ms)
 GET /api/sejong/attendance?t=1781016748486&date=2026-05-26 200 in 205ms (compile: 10ms, render: 195ms)
 GET /api/sejong/attendance?t=1781016748686&date=2026-05-25 200 in 194ms (compile: 1750µs, render: 193ms)
 GET /api/sejong/attendance?t=1781016748860&date=2026-05-24 200 in 198ms (compile: 1446µs, render: 197ms)
 GET /api/sejong/attendance?t=1781016749053&date=2026-05-23 200 in 191ms (compile: 1380µs, render: 190ms)
 GET /api/sejong/attendance?t=1781016751107&date=2026-05-23 200 in 194ms (compile: 1201µs, render: 193ms)
 GET /api/sejong/attendance?t=1781016756112&date=2026-05-23 200 in 220ms (compile: 1375µs, render: 219ms)
 GET /api/sejong/attendance?t=1781016756620&date=2026-03-05 200 in 201ms (compile: 1406µs, render: 199ms)
 GET /api/sejong/attendance?t=1781016761115&date=2026-03-05 200 in 241ms (compile: 2ms, render: 239ms)
 GET /api/sejong/attendance?t=1781016766118&date=2026-03-05 200 in 243ms (compile: 1429µs, render: 242ms)
 GET /api/sejong/attendance?t=1781016771123&date=2026-03-05 200 in 227ms (compile: 1231µs, render: 226ms)
 GET /api/sejong/attendance?t=1781016776127&date=2026-03-05 200 in 223ms (compile: 1236µs, render: 221ms)
 GET /api/sejong/attendance?t=1781016781129&date=2026-03-05 200 in 225ms (compile: 1388µs, render: 224ms)
 GET /api/sejong/attendance?t=1781016786134&date=2026-03-05 200 in 225ms (compile: 1162µs, render: 224ms)
 GET /api/sejong/attendance?t=1781016791137&date=2026-03-05 200 in 256ms (compile: 1438µs, render: 254ms)
 GET /api/sejong/attendance?t=1781016796141&date=2026-03-05 200 in 258ms (compile: 1205µs, render: 257ms)
 GET /api/sejong/attendance?t=1781016801145&date=2026-03-05 200 in 243ms (compile: 1199µs, render: 242ms)
 GET /api/sejong/attendance?t=1781016806148&date=2026-03-05 200 in 241ms (compile: 1192µs, render: 240ms)
 GET /api/sejong/attendance?t=1781016811272&date=2026-03-05 200 in 237ms (compile: 1361µs, render: 236ms)
 GET /api/sejong/attendance?t=1781016816277&date=2026-03-05 200 in 243ms (compile: 1662µs, render: 241ms)
 GET /api/sejong/attendance?t=1781016821280&date=2026-03-05 200 in 245ms (compile: 2ms, render: 242ms)
 GET /api/sejong/attendance?t=1781016826288&date=2026-03-05 200 in 252ms (compile: 1303µs, render: 250ms)
 GET /api/sejong/attendance?t=1781016832287&date=2026-03-05 200 in 236ms (compile: 1107µs, render: 235ms)
 GET /api/sejong/attendance?t=1781016838288&date=2026-03-05 200 in 239ms (compile: 1130µs, render: 238ms)
